,Gender,Education_Level,Location,Proximity_to_Beaches,Favorite_Season,Environmental_Concerns,Class
1697,2,3,2,18,1,1,1
1698,2,4,1,177,4,0,1
1699,2,3,2,48,2,0,0
1700,2,3,3,177,3,0,1
1701,1,2,3,62,4,0,1
1702,3,1,3,33,2,1,0
1703,1,2,1,269,4,1,1
1704,3,1,2,161,1,1,1
1705,2,1,1,268,4,1,1
1706,3,4,1,61,3,0,0
1707,3,1,1,79,1,0,0
1708,3,2,1,4,4,1,0
1709,1,4,3,182,4,0,0
1710,2,4,1,205,4,1,1
1711,2,3,2,270,3,0,1
1712,2,4,1,99,3,0,0
1713,2,2,2,161,1,1,1
1714,1,4,2,147,3,0,1
1715,1,2,2,177,2,0,0
1716,2,3,1,210,3,0,1
1717,2,2,2,62,3,0,0
1718,3,1,2,266,2,0,1
1719,2,1,3,149,4,1,0
1720,3,4,2,188,4,1,1
1721,3,2,2,258,2,0,0
1722,3,1,3,235,1,1,1
1723,3,4,2,110,2,0,0
1724,1,1,1,105,1,0,1
1725,1,1,1,100,3,0,1
1726,3,2,2,293,1,1,1
1727,3,4,2,287,4,0,1
1728,2,1,3,126,2,0,0
1729,3,2,1,25,1,0,0
1730,1,4,1,231,2,0,0
1731,3,4,1,243,1,0,0
1732,2,3,1,180,3,1,1
1733,3,1,3,119,3,0,0
1734,2,2,3,258,4,1,1
1735,1,1,2,296,1,1,0
1736,3,2,3,296,4,1,0
1737,2,2,2,290,4,0,1
1738,2,3,2,100,4,0,0
1739,1,4,1,148,3,0,0
1740,3,1,2,279,2,0,1
1741,3,2,2,62,2,1,0
1742,2,2,2,230,2,1,1
1743,2,3,2,162,4,0,1
1744,3,2,2,211,1,1,0
1745,3,1,1,98,2,1,0
1746,1,4,3,205,2,0,1
1747,3,1,1,103,3,1,0
1748,1,4,1,62,3,0,0
1749,2,2,2,82,4,0,0
1750,1,1,3,254,4,0,0
1751,1,1,2,77,1,0,1
1752,1,2,2,168,2,0,0
1753,2,1,1,161,1,1,0
1754,2,3,3,76,4,0,1
1755,2,1,3,210,2,1,0
1756,1,2,3,187,1,1,1
1757,1,3,3,260,3,1,1
1758,2,1,2,126,3,0,1
1759,3,2,1,38,1,1,0
1760,1,3,2,218,3,0,1
1761,2,3,3,196,2,1,0
1762,1,2,1,14,3,1,0
1763,2,1,2,96,3,1,1
1764,2,3,1,83,2,0,0
1765,2,4,3,232,2,0,1
1766,1,4,2,41,2,0,1
1767,1,1,1,123,1,0,1
1768,3,1,1,50,4,1,1
1769,2,3,2,134,4,0,0
1770,1,4,2,278,2,0,0
1771,3,3,1,202,4,1,1
1772,2,4,3,185,4,0,0
1773,2,2,3,243,3,0,1
1774,1,1,1,105,2,0,1
1775,2,1,3,282,2,1,1
1776,2,3,2,188,1,0,1
1777,3,2,3,200,1,1,1
1778,1,3,2,206,2,0,1
1779,2,4,2,136,1,0,1
1780,3,4,1,23,2,0,0
1781,2,3,1,189,4,1,0
1782,2,3,1,154,4,0,1
1783,3,2,2,251,2,0,0
1784,1,2,1,167,4,1,0
1785,2,3,3,235,3,1,1
1786,1,4,2,22,1,0,0
1787,2,4,1,279,3,1,1
1788,1,3,3,252,3,0,0
1789,3,4,3,10,3,0,0
1790,2,2,1,295,2,1,1
1791,1,4,1,277,3,0,1
1792,1,2,2,40,4,0,0
1793,3,4,3,55,4,0,0
1794,3,1,3,243,2,1,0
1795,2,1,1,87,2,1,0
1796,1,2,1,223,1,1,1
1797,1,4,1,143,1,0,1
1798,1,3,1,147,4,1,1
1799,3,2,3,45,3,0,1
1800,3,3,2,54,2,0,0
1801,2,3,1,250,3,1,1
1802,3,3,3,147,1,0,0
1803,2,4,2,210,2,0,1
1804,2,2,2,193,3,0,1
1805,1,4,1,227,4,0,1
1806,3,2,2,198,3,0,1
1807,2,2,1,68,4,0,1
1808,2,3,1,2,4,0,0
1809,2,2,3,215,3,0,1
1810,3,2,3,13,4,0,0
1811,1,4,1,86,3,0,0
1812,1,3,3,223,1,0,1
1813,1,3,3,47,4,0,0
1814,1,2,2,119,1,0,1
1815,1,4,1,189,4,0,1
1816,3,1,1,203,4,1,1
1817,3,3,3,8,1,1,1
1818,1,1,1,295,2,0,0
1819,1,3,3,184,2,1,1
1820,3,4,1,77,1,1,0
1821,2,4,1,242,4,0,0
1822,2,3,1,136,3,0,1
1823,1,4,1,258,2,1,0
1824,1,1,1,36,4,1,0
1825,2,1,3,52,2,0,0
1826,1,2,2,93,2,1,0
1827,2,1,1,223,3,1,0
1828,2,4,2,80,4,0,1
1829,2,1,1,275,2,1,1
1830,2,1,1,136,1,0,0
1831,3,1,3,34,3,0,0
1832,3,1,3,296,2,1,0
1833,3,4,2,187,2,1,0
1834,1,2,3,80,4,1,0
1835,2,2,2,183,2,0,1
1836,2,3,1,93,4,0,1
1837,2,4,3,136,1,1,0
1838,1,3,2,249,2,0,1
1839,2,3,3,289,3,0,1
1840,3,3,2,231,3,0,1
1841,3,4,3,286,3,1,1
1842,1,1,3,271,1,0,1
1843,2,4,3,168,1,1,1
1844,2,3,1,133,4,0,0
1845,2,2,1,193,1,0,0
1846,2,4,1,128,1,1,1
1847,3,1,1,191,3,0,0
1848,2,2,2,126,1,0,0
1849,3,4,2,243,2,1,0
1850,3,2,3,238,3,0,1
1851,2,3,1,21,1,0,0
1852,1,3,2,260,2,1,1
1853,2,1,1,13,2,0,0
1854,1,2,2,169,3,0,0
1855,2,2,2,4,3,1,0
1856,3,3,1,245,3,0,1
1857,2,2,2,70,1,0,1
1858,1,1,3,119,2,1,0
1859,1,1,3,296,3,0,1
1860,2,4,3,229,3,0,1
1861,1,1,1,140,3,1,0
1862,1,3,1,248,4,0,0
1863,2,3,1,116,3,0,1
1864,3,2,1,114,1,0,1
1865,2,3,3,221,2,0,1
1866,3,2,3,262,1,1,1
1867,2,2,2,268,4,0,0
1868,2,2,3,207,3,0,1
1869,1,2,3,273,4,1,1
1870,1,4,3,20,2,0,0
1871,3,2,3,197,1,1,0
1872,2,1,3,28,1,0,0
1873,2,3,3,175,2,1,1
1874,3,4,3,10,2,0,0
1875,2,3,1,259,3,0,1
1876,1,2,2,215,4,1,1
1877,2,4,2,15,1,1,0
1878,2,4,1,41,1,0,0
1879,1,3,3,122,1,0,0
1880,1,4,2,58,3,0,0
1881,3,1,1,18,2,1,0
1882,2,1,2,165,2,1,0
1883,3,4,3,293,1,0,1
1884,3,3,3,115,2,1,1
1885,3,2,1,181,2,0,1
1886,2,3,1,197,2,0,1
1887,1,1,2,291,1,0,1
1888,1,1,1,134,2,1,1
1889,2,1,2,124,1,1,0
1890,2,4,1,99,3,0,0
1891,1,3,2,153,4,0,1
1892,2,2,2,59,1,0,0
1893,1,1,2,180,2,1,0
1894,1,1,2,87,3,1,0
1895,3,2,2,293,3,1,0
1896,2,3,2,274,2,1,0
1897,2,2,1,148,3,1,1
1898,2,1,2,241,1,1,1
1899,3,4,2,112,3,1,1
1900,3,3,3,139,1,0,1
1901,2,4,3,47,1,0,0
1902,3,4,2,196,2,1,0
1903,2,1,3,10,1,0,0
1904,1,2,3,119,3,1,0
1905,3,3,3,185,3,0,1
1906,3,2,1,202,1,0,1
1907,3,4,3,173,2,1,1
1908,2,3,3,165,2,1,1
1909,3,4,3,26,4,0,0
1910,1,3,2,59,3,0,0
1911,3,1,2,155,3,0,0
1912,1,4,3,166,2,0,1
1913,3,4,1,217,3,1,1
1914,1,1,3,12,4,1,0
1915,3,3,3,121,1,0,1
1916,1,4,3,269,2,0,0
1917,1,2,1,95,4,1,0
1918,1,1,3,8,4,0,0
1919,3,4,3,266,1,0,1
1920,1,1,3,60,1,1,0
1921,1,2,3,104,1,1,0
1922,2,4,3,142,4,0,1
1923,3,4,1,263,3,1,1
1924,1,4,3,87,4,1,0
1925,3,1,3,245,1,1,1
1926,2,4,2,235,4,1,1
1927,3,3,3,216,3,0,1
1928,2,3,2,238,4,0,1
1929,2,2,2,196,3,1,1
1930,1,2,3,294,2,0,1
1931,2,1,1,122,1,1,0
1932,1,1,3,259,4,1,0
1933,2,3,1,2,4,1,0
1934,1,2,1,160,2,0,1
1935,3,2,2,231,3,1,1
1936,3,4,2,124,4,1,0
1937,3,4,3,119,1,0,1
1938,3,4,2,256,4,1,1
1939,3,3,1,45,2,0,0
1940,2,2,1,264,1,0,0
1941,1,4,3,274,3,1,1
1942,1,2,1,242,3,1,0
1943,2,3,1,293,2,1,1
1944,1,1,2,211,1,0,1
1945,1,2,2,222,2,1,1
1946,2,4,2,252,4,1,0
1947,1,3,2,283,3,1,0
1948,3,3,3,94,4,0,1
1949,1,3,2,283,2,0,1
1950,1,3,1,154,3,0,0
1951,2,1,2,134,2,0,0
1952,1,2,2,120,3,1,1
1953,2,1,2,216,4,1,1
1954,3,1,3,11,1,1,0
1955,3,1,1,141,2,1,0
1956,3,1,2,298,2,0,1
1957,1,3,3,100,4,1,0
1958,1,1,2,238,2,1,1
1959,1,4,3,112,2,0,0
1960,1,1,1,48,2,0,1
1961,3,1,2,283,3,1,1
1962,2,4,1,130,2,1,1
1963,2,2,1,274,1,1,1
1964,1,1,2,102,1,0,0
1965,1,1,1,199,3,1,0
1966,3,4,2,44,1,0,0
1967,2,1,3,298,4,0,1
1968,2,3,2,197,1,0,0
1969,1,4,2,151,2,0,1
1970,1,3,1,105,4,0,0
1971,2,4,1,231,1,0,1
1972,1,2,1,26,4,1,0
1973,1,2,1,293,4,1,0
1974,2,2,1,50,2,1,1
1975,3,4,1,133,3,1,1
1976,3,1,3,32,1,0,1
1977,2,3,2,173,1,1,0
1978,3,3,3,31,2,1,0
1979,3,1,3,236,1,1,1
1980,1,1,2,108,1,0,0
1981,1,4,1,226,2,0,1
1982,3,1,1,141,4,0,0
1983,1,3,3,274,1,1,1
1984,2,2,2,103,2,1,0
1985,3,2,2,143,2,1,0
1986,1,4,3,235,3,0,1
1987,2,1,1,107,3,1,0
1988,1,2,2,68,4,1,1
1989,3,3,1,236,1,0,1
1990,2,1,1,199,1,1,1
1991,3,1,1,181,3,0,0
1992,3,3,1,62,1,1,0
1993,1,1,2,85,4,0,0
1994,3,4,1,298,3,0,0
1995,2,1,2,289,2,0,1
1996,1,1,1,242,3,0,1
1997,3,3,1,166,4,1,0
1998,2,4,1,265,1,1,1
1999,1,2,3,276,4,1,0
2000,1,1,1,240,2,0,1
2001,3,3,2,231,2,0,0
2002,3,2,1,286,3,1,1
2003,1,2,2,269,1,1,1
2004,2,1,2,22,1,1,0
2005,3,4,1,54,4,1,0
2006,1,2,3,261,2,0,1
2007,3,2,3,240,2,1,0
2008,2,3,2,249,3,1,1
2009,2,2,1,45,3,1,0
2010,1,4,2,131,3,1,1
2011,1,4,1,87,4,0,0
2012,3,3,3,236,4,1,1
2013,1,1,3,241,3,1,0
2014,1,1,2,179,4,1,0
2015,1,3,3,280,4,1,0
2016,3,4,2,268,3,0,1
2017,3,4,1,215,3,0,0
2018,2,1,1,244,3,0,1
2019,3,4,1,199,1,1,0
2020,2,4,2,160,3,1,0
2021,3,4,2,133,3,0,0
2022,2,3,1,46,2,0,0
2023,2,4,2,129,1,1,1
2024,2,2,3,243,1,1,1
2025,1,4,3,82,1,0,0
2026,2,1,2,133,1,1,0
2027,3,3,3,289,4,0,1
2028,2,3,3,289,3,0,1
2029,2,3,1,19,1,1,0
2030,1,3,3,256,1,0,1
2031,1,2,1,144,1,0,0
2032,1,3,2,135,1,1,0
2033,2,3,1,146,2,1,1
2034,2,3,1,60,2,0,0
2035,2,3,1,63,4,1,0
2036,2,1,1,220,1,0,0
2037,1,3,3,199,4,1,1
2038,1,1,3,180,2,1,0
2039,1,3,3,135,4,1,1
2040,1,1,2,218,3,1,1
2041,1,4,1,231,4,0,1
2042,3,2,3,295,3,1,1
2043,2,1,2,146,2,1,0
2044,1,1,1,26,2,1,0
2045,1,4,2,64,1,0,0
2046,2,3,1,163,3,1,1
2047,1,2,3,117,2,0,1
2048,1,2,1,258,2,0,1
2049,3,3,1,35,1,0,0
2050,1,4,2,30,4,1,0
2051,1,3,2,112,2,0,0
2052,2,4,3,67,2,1,0
2053,3,2,3,134,3,1,1
2054,3,2,1,136,2,0,0
2055,3,3,1,2,4,0,0
2056,3,1,2,246,4,1,1
2057,1,4,1,259,2,0,1
2058,1,2,2,275,3,1,1
2059,1,3,3,190,4,1,1
2060,2,2,3,110,4,1,0
2061,1,3,3,254,2,1,1
2062,2,4,3,107,2,0,0
2063,1,2,1,290,4,1,1
2064,2,2,2,273,4,1,1
2065,1,1,3,83,4,1,0
2066,1,4,3,273,1,0,0
2067,1,1,1,290,4,1,1
2068,1,2,1,16,3,0,0
2069,1,2,3,52,2,0,0
2070,2,4,3,293,1,1,1
2071,2,2,2,209,2,1,1
2072,3,2,3,227,4,0,1
2073,2,2,2,241,1,1,1
2074,1,4,1,281,2,0,1
2075,2,3,3,90,4,0,0
2076,3,1,1,165,3,1,0
2077,3,3,1,192,2,1,1
2078,3,4,2,137,3,0,1
2079,1,1,2,122,4,1,1
2080,3,1,2,136,3,0,0
2081,2,1,1,21,2,0,0
2082,3,4,2,254,4,1,1
2083,3,1,2,44,3,0,0
2084,1,1,3,291,2,0,1
2085,1,2,1,145,3,0,1
2086,2,3,1,185,3,1,1
2087,2,1,3,227,1,0,1
2088,2,3,2,294,4,1,1
2089,1,4,2,139,3,1,1
2090,3,2,2,252,3,0,1
2091,3,2,2,244,1,1,1
2092,3,1,3,246,4,0,1
2093,1,4,3,176,4,0,1
2094,1,2,2,265,1,1,1
2095,3,1,2,90,3,0,0
2096,3,2,3,220,1,0,1
2097,3,2,1,200,2,0,1
2098,1,1,2,161,2,1,1
2099,2,3,3,126,2,1,0
2100,3,3,3,218,1,0,0
2101,3,4,3,231,2,0,1
2102,1,2,2,70,4,0,0
2103,1,4,1,114,2,1,1
2104,1,4,1,124,4,1,1
2105,1,1,1,213,4,1,1
2106,3,4,3,201,1,1,0
2107,3,3,2,13,2,1,0
2108,1,3,1,237,1,0,1
2109,2,4,3,12,3,1,1
2110,2,2,2,232,1,1,0
2111,2,2,1,79,2,0,0
2112,2,1,3,229,1,1,1
2113,3,1,1,157,1,1,1
2114,1,4,1,23,4,0,0
2115,1,4,3,214,3,0,1
2116,3,3,3,96,1,0,0
2117,3,1,2,156,3,1,1
2118,2,2,1,201,3,1,1
2119,1,2,3,115,1,0,0
2120,1,4,1,218,4,1,1
2121,3,4,3,91,1,0,0
2122,2,2,1,263,2,1,0
2123,3,2,2,150,3,0,0
2124,2,3,1,146,4,1,0
2125,2,3,3,242,1,1,1
2126,2,4,2,174,4,0,1
2127,2,4,2,224,3,0,0
2128,3,1,1,167,1,0,0
2129,1,1,3,29,3,1,0
2130,1,3,2,63,1,0,1
2131,1,1,3,248,1,1,1
2132,3,4,3,127,1,1,1
2133,3,2,1,137,4,0,0
2134,1,1,3,225,2,1,1
2135,1,3,1,184,3,0,0
2136,2,2,1,180,1,0,1
2137,1,3,2,81,1,0,0
2138,3,1,3,251,1,0,1
2139,3,4,2,198,4,1,0
2140,1,4,3,139,1,0,0
2141,3,4,1,207,3,1,1
2142,1,1,3,125,1,1,0
2143,2,1,2,211,3,1,1
2144,3,3,2,169,4,1,1
2145,2,4,2,214,4,0,1
2146,2,1,1,5,4,1,0
2147,2,4,2,143,1,1,1
2148,1,4,2,213,1,1,1
2149,1,2,2,299,1,1,1
2150,2,2,1,158,1,1,1
2151,2,2,1,100,4,0,0
2152,2,1,2,295,4,1,1
2153,1,2,1,132,3,0,0
2154,1,3,3,211,2,0,1
2155,2,2,2,167,1,1,1
2156,1,1,3,281,4,1,1
2157,3,3,2,67,2,1,1
2158,2,3,2,228,1,0,0
2159,3,1,3,29,2,0,0
2160,2,1,3,95,1,1,0
2161,1,4,1,204,4,1,0
2162,1,1,1,30,4,1,0
2163,3,3,1,254,1,1,0
2164,3,3,2,43,1,0,0
2165,1,2,3,21,2,0,0
2166,3,1,1,67,3,1,1
2167,2,1,3,132,4,1,1
2168,1,1,1,120,1,1,0
2169,1,3,1,49,2,0,1
2170,1,3,1,163,2,1,1
2171,1,2,2,171,1,1,1
2172,3,2,3,255,4,1,1
2173,3,4,3,266,2,1,0
2174,3,2,3,237,1,1,1
2175,2,1,1,178,2,0,0
2176,1,2,3,202,4,0,1
2177,1,2,3,14,4,1,0
2178,2,1,2,28,1,0,0
2179,2,3,3,157,4,1,0
2180,3,2,2,237,3,0,1
2181,1,4,2,273,3,1,1
2182,1,1,3,65,2,1,0
2183,1,4,1,177,2,0,1
2184,3,1,3,161,4,0,0
2185,3,4,1,32,1,0,1
2186,2,1,1,231,1,1,0
2187,3,4,3,140,2,1,1
2188,1,1,1,276,2,0,0
2189,1,4,2,230,4,1,1
2190,2,2,3,284,4,1,1
2191,1,4,3,162,2,0,1
2192,3,2,1,3,4,0,0
2193,1,3,1,225,3,1,0
2194,1,4,1,74,1,0,1
2195,3,2,1,104,4,1,1
2196,2,2,2,9,3,0,1
2197,2,3,1,115,2,1,0
2198,2,2,2,279,4,1,1
2199,3,1,1,283,2,1,1
2200,3,3,1,299,3,1,1
2201,2,3,3,210,3,0,1
2202,2,1,1,21,2,0,0
2203,2,3,2,112,3,1,1
2204,3,2,1,250,2,1,0
2205,1,4,3,170,1,0,1
2206,1,2,2,205,1,1,1
2207,2,1,2,154,3,1,0
2208,1,3,2,200,3,0,1
2209,2,3,1,32,4,1,0
2210,2,3,1,228,1,1,1
2211,3,4,1,131,1,1,1
2212,1,3,2,127,1,0,0
2213,1,2,3,9,2,0,0
2214,1,2,1,279,1,1,1
2215,2,2,3,285,3,1,1
2216,2,2,1,222,3,1,0
2217,1,2,1,207,3,0,1
2218,1,4,3,210,3,0,1
2219,1,3,1,218,1,1,0
2220,2,4,2,226,4,0,1
2221,2,2,1,193,1,1,0
2222,2,3,3,201,4,0,1
2223,3,3,1,78,1,1,1
2224,2,3,2,104,2,0,1
2225,3,3,1,295,3,0,1
2226,2,3,2,27,2,1,1
2227,2,2,1,189,3,0,0
2228,2,4,2,75,4,0,0
2229,1,2,1,229,3,0,0
2230,3,2,1,49,2,1,0
2231,3,4,3,274,3,1,1
2232,1,3,2,207,3,0,1
2233,3,2,3,277,3,0,0
2234,2,3,2,93,1,1,0
2235,3,2,3,115,2,1,0
2236,2,2,2,32,2,1,0
2237,1,3,1,217,3,0,0
2238,2,1,2,29,2,0,0
2239,3,4,1,14,3,0,0
2240,1,2,2,160,2,1,0
2241,2,3,1,119,3,1,0
2242,3,2,2,177,2,1,1
2243,3,1,1,9,4,1,0
2244,2,4,3,268,3,0,1
2245,2,2,1,75,1,1,1
2246,2,2,1,80,1,1,0
2247,3,4,1,30,1,0,0
2248,3,3,1,143,3,0,1
2249,3,1,3,35,3,0,1
2250,2,2,2,122,1,1,0
2251,3,1,3,177,2,1,0
2252,2,4,3,220,2,0,1
2253,1,1,2,82,4,1,0
2254,2,2,1,283,3,0,1
2255,3,2,2,47,4,0,0
2256,3,4,3,193,3,1,0
2257,3,4,2,232,2,1,1
2258,3,1,2,172,2,1,1
2259,3,1,3,128,4,0,1
2260,2,2,3,95,2,0,0
2261,1,2,1,90,1,1,1
2262,1,1,3,269,3,1,0
2263,3,3,3,208,2,1,0
2264,2,2,1,171,4,1,1
2265,3,1,2,58,3,0,1
2266,3,3,1,222,1,1,0
2267,2,1,1,52,4,0,0
2268,1,1,2,268,4,1,1
2269,1,1,2,116,2,1,0
2270,1,1,3,4,1,0,0
2271,2,1,3,130,4,0,0
2272,1,4,2,228,1,0,0
2273,2,2,1,181,2,0,0
2274,1,3,3,251,2,0,1
2275,1,3,2,38,4,0,0
2276,2,2,3,125,3,0,0
2277,3,1,3,33,2,0,0
2278,3,3,2,203,4,1,1
2279,1,1,1,187,1,1,1
2280,3,4,2,83,1,1,1
2281,3,2,2,148,4,1,0
2282,1,1,3,24,2,0,0
2283,1,3,1,109,3,0,0
2284,2,4,2,192,1,0,1
2285,1,1,2,187,2,0,0
2286,1,4,2,56,2,1,0
2287,2,3,3,50,4,0,0
2288,2,4,3,107,3,1,0
2289,2,2,2,28,4,0,1
2290,2,2,2,213,1,0,0
2291,2,2,3,272,2,1,1
2292,2,4,3,165,2,0,1
2293,2,4,3,142,2,1,0
2294,3,4,1,223,3,0,1
2295,3,3,1,54,2,1,1
2296,3,2,3,138,3,0,0
2297,3,3,3,171,3,0,0
2298,2,3,3,266,1,0,1
2299,2,4,1,275,3,1,1
2300,1,3,1,150,1,0,1
2301,3,2,2,194,2,0,0
2302,1,1,2,250,3,0,1
2303,2,3,1,104,1,1,0
2304,3,1,2,58,1,0,1
2305,2,4,2,122,3,0,0
2306,3,2,2,218,2,0,1
2307,2,1,1,226,1,0,1
2308,3,1,1,132,4,1,0
2309,3,4,1,246,4,0,1
2310,2,4,1,213,2,1,1
2311,2,3,1,151,2,0,0
2312,2,1,2,48,2,1,0
2313,1,4,1,104,1,1,1
2314,3,3,1,166,3,0,0
2315,2,2,2,260,4,1,1
2316,2,4,3,190,3,0,1
2317,2,1,3,115,3,1,0
2318,1,1,2,106,1,0,1
2319,2,3,1,272,1,1,1
2320,2,4,3,135,1,0,1
2321,2,2,2,16,1,0,0
2322,2,2,1,237,2,1,0
2323,2,3,1,199,3,0,1
2324,2,4,2,120,4,1,0
2325,2,4,2,251,3,1,1
2326,3,2,1,108,2,1,1
2327,2,1,2,53,4,0,0
2328,2,2,1,138,1,1,0
2329,2,3,2,195,1,0,1
2330,2,1,2,238,4,1,1
2331,2,4,2,51,3,1,0
2332,1,3,3,69,3,1,0
2333,3,4,2,165,1,1,0
2334,2,1,2,204,4,1,0
2335,2,3,1,112,3,0,1
2336,1,2,3,104,1,1,1
2337,3,3,3,70,2,0,0
2338,3,1,3,260,2,1,0
2339,2,4,3,231,1,0,1
2340,1,2,1,104,2,1,1
2341,2,3,1,214,1,1,1
2342,3,1,3,191,4,1,1
2343,1,2,3,274,2,0,1
2344,3,3,3,249,4,1,1
2345,1,2,3,167,2,1,1
2346,1,3,3,105,3,1,0
2347,2,3,1,249,1,0,1
2348,3,3,3,230,2,0,1
2349,2,4,3,247,1,0,1
2350,2,1,2,282,3,1,1
2351,3,1,3,290,4,0,1
2352,3,4,1,86,4,1,1
2353,1,1,3,221,3,1,1
2354,3,2,1,85,3,1,0
2355,3,4,1,66,1,1,1
2356,3,4,1,178,2,1,0
2357,3,4,3,170,3,1,0
2358,1,2,3,275,4,1,1
2359,3,2,2,163,1,0,0
2360,3,3,1,40,4,1,0
2361,2,4,2,94,4,1,0
2362,2,3,2,276,4,1,1
2363,3,3,2,141,1,0,1
2364,2,2,3,113,1,1,0
2365,2,1,2,294,2,1,1
2366,2,4,2,140,1,1,1
2367,1,4,1,218,1,0,0
2368,3,1,2,231,2,0,0
2369,1,1,2,51,3,0,1
2370,1,2,3,86,4,0,0
2371,3,3,3,270,2,1,1
2372,3,4,2,268,2,0,1
2373,2,3,2,126,2,1,1
2374,1,4,1,269,3,0,1
2375,3,4,3,287,3,1,1
2376,1,2,3,288,2,1,0
2377,1,4,1,134,4,1,1
2378,2,2,2,187,2,0,1
2379,1,1,2,142,4,1,0
2380,2,2,3,173,3,1,1
2381,1,2,3,54,4,0,0
2382,2,3,2,194,4,0,0
2383,3,1,1,142,1,1,0
2384,2,3,2,291,4,1,1
2385,3,1,2,65,3,0,0
2386,1,2,1,207,2,0,0
2387,3,1,2,109,4,0,0
2388,2,1,3,155,4,0,0
2389,3,3,3,90,3,1,0
2390,1,3,2,235,4,1,0
2391,1,3,1,173,3,0,1
2392,1,3,2,250,4,1,0
2393,1,3,1,128,1,1,1
2394,1,2,1,146,3,1,1
2395,1,2,3,285,3,1,0
2396,3,3,2,235,1,1,1
2397,3,3,3,110,4,0,0
2398,1,3,2,292,3,1,0
2399,1,1,3,172,2,1,1
2400,2,3,1,3,4,0,0
2401,2,4,2,263,2,0,1
2402,2,2,2,277,2,1,0
2403,2,3,2,198,2,1,1
2404,2,1,2,99,1,0,0
2405,1,2,2,142,3,0,1
2406,3,4,3,273,2,0,0
2407,3,4,2,245,4,0,1
2408,1,3,3,95,3,0,1
2409,3,1,2,194,4,0,0
2410,2,1,1,292,3,0,1
2411,1,3,3,154,1,0,1
2412,1,4,3,269,4,1,1
2413,3,1,3,67,4,1,0
2414,3,3,1,249,2,1,1
2415,2,4,3,292,4,1,0
2416,3,4,1,299,4,1,0
2417,2,4,3,274,2,1,1
2418,2,2,2,86,3,0,1
2419,1,1,3,161,2,1,0
2420,2,4,1,294,3,0,1
2421,1,3,2,61,3,1,1
2422,3,3,1,178,3,0,1
2423,1,4,3,240,1,0,0
2424,3,1,3,147,4,0,1
2425,2,3,2,47,3,0,0
2426,2,4,2,151,2,1,1
2427,3,1,1,44,1,1,0
2428,2,1,1,132,1,0,1
2429,3,4,1,148,2,0,0
2430,3,2,2,277,4,1,1
2431,3,2,3,89,2,1,0
2432,2,4,2,225,1,0,1
2433,2,2,2,64,4,0,0
2434,1,2,3,159,2,0,0
2435,3,2,1,85,1,0,0
2436,2,3,2,245,2,1,0
2437,3,4,3,233,4,0,1
2438,2,4,3,137,2,1,1
2439,1,3,3,106,1,0,1
2440,2,2,3,290,3,0,1
2441,2,1,1,277,2,1,0
2442,2,4,2,244,3,1,1
2443,2,1,3,134,1,1,0
2444,2,2,3,10,3,1,0
2445,2,1,3,187,4,1,1
2446,1,4,2,270,1,0,1
2447,2,3,1,283,4,1,1
2448,1,2,3,35,4,1,0
2449,2,3,3,255,1,0,1
2450,1,1,3,57,3,1,0
2451,1,4,3,272,2,0,1
2452,3,1,3,77,1,1,0
2453,1,2,3,268,2,1,1
2454,2,1,3,249,3,1,1
2455,2,1,1,251,2,1,1
2456,1,2,3,259,4,0,1
2457,2,1,3,103,2,0,0
2458,3,4,3,165,4,0,0
2459,2,1,1,114,3,0,1
2460,1,4,2,229,4,1,1
2461,3,1,2,208,3,1,1
2462,1,2,2,42,4,1,1
2463,2,1,3,133,4,0,1
2464,3,3,2,244,2,0,0
2465,1,3,3,240,1,1,1
2466,1,2,2,18,4,1,0
2467,3,3,1,52,3,1,0
2468,1,1,2,170,4,0,1
2469,3,2,1,77,3,0,0
2470,2,3,3,167,4,1,1
2471,3,1,1,14,1,0,0
2472,3,4,3,202,2,0,1
2473,1,4,3,232,2,0,1
2474,3,2,2,164,4,1,1
2475,2,4,1,25,2,1,0
2476,1,1,2,271,3,1,0
2477,1,3,2,55,3,0,0
2478,3,1,3,242,4,0,1
2479,2,2,3,178,3,0,0
2480,2,2,3,162,4,0,1
2481,2,1,1,276,4,1,1
2482,2,1,3,78,4,0,1
2483,3,2,1,4,1,1,0
2484,3,2,1,0,1,1,0
2485,2,1,1,262,4,1,1
2486,1,3,2,163,4,1,0
2487,3,2,2,219,3,0,1
2488,1,4,3,215,2,1,1
2489,3,3,2,296,4,0,1
2490,2,4,1,75,3,1,0
2491,1,1,1,107,2,1,0
2492,2,2,1,49,4,1,0
2493,3,2,3,91,3,1,0
2494,1,1,1,185,4,1,1
2495,3,2,3,145,3,1,1
2496,2,2,2,57,4,1,0
2497,2,4,1,136,4,0,0
2498,1,1,1,182,4,0,1
2499,2,1,2,267,1,1,1
2500,1,2,2,58,1,0,0
2501,1,4,1,269,1,0,1
2502,1,1,3,164,4,0,1
2503,1,1,1,236,2,0,1
2504,3,2,2,86,1,0,0
2505,2,4,3,179,2,1,1
2506,2,1,1,209,1,0,1
2507,3,1,2,97,3,1,1
2508,1,2,2,80,3,1,0
2509,2,2,1,111,2,0,0
2510,3,2,3,266,1,0,1
2511,2,4,1,298,3,0,1
2512,1,1,3,42,4,0,0
2513,2,4,3,175,3,1,0
2514,1,3,3,115,4,1,1
2515,2,3,2,253,4,1,0
2516,1,3,1,8,2,1,0
